close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,stock_code,volume
25199.9,2025-05-30 09:15:00,NFO,28-AUG-2025,25199.9,25125.2,25125.2,0,Futures,NIFTY,300
25170.2,2025-05-30 09:16:00,NFO,28-AUG-2025,25199.9,25170.2,25199.9,0,Futures,NIFTY,75
25148.5,2025-05-30 09:17:00,NFO,28-AUG-2025,25170.2,25148.5,25170.2,0,Futures,NIFTY,1575
25158.6,2025-05-30 09:18:00,NFO,28-AUG-2025,25158.6,25150.0,25152.0,3600,Futures,NIFTY,2175
25165.5,2025-05-30 09:19:00,NFO,28-AUG-2025,25172.0,25158.6,25158.6,3600,Futures,NIFTY,300
25181.6,2025-05-30 09:20:00,NFO,28-AUG-2025,25181.6,25163.6,25165.5,3600,Futures,NIFTY,675
25199.9,2025-05-30 09:21:00,NFO,28-AUG-2025,25199.9,25181.6,25181.6,4500,Futures,NIFTY,225
25200.0,2025-05-30 09:22:00,NFO,28-AUG-2025,25200.0,25183.5,25199.9,4500,Futures,NIFTY,1500
25220.0,2025-05-30 09:23:00,NFO,28-AUG-2025,25220.0,25199.0,25200.0,4500,Futures,NIFTY,1275
25225.0,2025-05-30 09:24:00,NFO,28-AUG-2025,25225.0,25215.6,25220.0,5400,Futures,NIFTY,300
25222.1,2025-05-30 09:25:00,NFO,28-AUG-2025,25225.0,25204.1,25225.0,5400,Futures,NIFTY,1125
25204.0,2025-05-30 09:26:00,NFO,28-AUG-2025,25222.1,25204.0,25222.1,5400,Futures,NIFTY,75
25225.0,2025-05-30 09:27:00,NFO,28-AUG-2025,25229.9,25204.0,25204.0,6075,Futures,NIFTY,450
25210.1,2025-05-30 09:28:00,NFO,28-AUG-2025,25227.1,25210.1,25225.0,6075,Futures,NIFTY,450
25210.1,2025-05-30 09:29:00,NFO,28-AUG-2025,25210.1,25210.1,25210.1,6075,Futures,NIFTY,0
25200.0,2025-05-30 09:30:00,NFO,28-AUG-2025,25212.0,25200.0,25210.1,6600,Futures,NIFTY,300
25203.7,2025-05-30 09:31:00,NFO,28-AUG-2025,25207.2,25200.0,25200.0,6600,Futures,NIFTY,525
25225.0,2025-05-30 09:32:00,NFO,28-AUG-2025,25225.0,25203.7,25203.7,6600,Futures,NIFTY,525
