close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,stock_code,volume
19300.0,2023-06-30 09:15:00,NFO,28-SEP-2023,19313.95,19206.65,19300.0,0,Futures,NIFTY,14550
19316.0,2023-06-30 09:16:00,NFO,28-SEP-2023,19316.0,19300.0,19300.0,0,Futures,NIFTY,500
19319.85,2023-06-30 09:17:00,NFO,28-SEP-2023,19324.9,19316.0,19316.0,13900,Futures,NIFTY,2300
19313.0,2023-06-30 09:18:00,NFO,28-SEP-2023,19321.0,19310.65,19319.85,13900,Futures,NIFTY,1650
19313.0,2023-06-30 09:19:00,NFO,28-SEP-2023,19317.45,19312.0,19317.45,13900,Futures,NIFTY,850
19319.3,2023-06-30 09:20:00,NFO,28-SEP-2023,19319.3,19313.0,19313.0,15650,Futures,NIFTY,200
19321.0,2023-06-30 09:21:00,NFO,28-SEP-2023,19321.0,19318.0,19319.8,15650,Futures,NIFTY,1200
19328.35,2023-06-30 09:22:00,NFO,28-SEP-2023,19329.0,19320.0,19321.0,15650,Futures,NIFTY,850
19329.8,2023-06-30 09:23:00,NFO,28-SEP-2023,19330.0,19325.0,19328.35,17250,Futures,NIFTY,550
19330.0,2023-06-30 09:24:00,NFO,28-SEP-2023,19330.0,19329.0,19330.0,17250,Futures,NIFTY,750
19335.0,2023-06-30 09:25:00,NFO,28-SEP-2023,19335.0,19330.0,19330.0,17250,Futures,NIFTY,1050
19335.05,2023-06-30 09:26:00,NFO,28-SEP-2023,19339.0,19335.05,19335.05,18900,Futures,NIFTY,550
19336.55,2023-06-30 09:27:00,NFO,28-SEP-2023,19336.55,19335.05,19335.05,18900,Futures,NIFTY,50
19340.0,2023-06-30 09:28:00,NFO,28-SEP-2023,19340.0,19336.55,19336.55,18900,Futures,NIFTY,450
19337.0,2023-06-30 09:29:00,NFO,28-SEP-2023,19340.0,19337.0,19340.0,19500,Futures,NIFTY,350
19336.05,2023-06-30 09:30:00,NFO,28-SEP-2023,19339.0,19336.0,19337.0,19500,Futures,NIFTY,550
19336.85,2023-06-30 09:31:00,NFO,28-SEP-2023,19339.35,19336.0,19336.05,19500,Futures,NIFTY,850
19344.2,2023-06-30 09:32:00,NFO,28-SEP-2023,19344.2,19336.0,19336.85,20000,Futures,NIFTY,1250
19348.0,2023-06-30 09:33:00,NFO,28-SEP-2023,19348.0,19338.0,19344.2,20000,Futures,NIFTY,1550
19350.0,2023-06-30 09:34:00,NFO,28-SEP-2023,19350.0,19348.0,19348.0,20000,Futures,NIFTY,200
