close,datetime,exchange_code,high,low,open,stock_code,volume
17360.1,2023-03-01 09:09:00,NSE,17360.1,17360.1,17360.1,NIFTY,0
17360.1,2023-03-01 09:10:00,NSE,17360.1,17360.1,17360.1,NIFTY,0
17360.1,2023-03-01 09:11:00,NSE,17360.1,17360.1,17360.1,NIFTY,0
17360.1,2023-03-01 09:12:00,NSE,17360.1,17360.1,17360.1,NIFTY,0
17360.1,2023-03-01 09:13:00,NSE,17360.1,17360.1,17360.1,NIFTY,0
17360.1,2023-03-01 09:14:00,NSE,17360.1,17360.1,17360.1,NIFTY,0
17369.6,2023-03-01 09:15:00,NSE,17369.6,17353.45,17360.1,NIFTY,0
17380.85,2023-03-01 09:16:00,NSE,17382.9,17363.0,17369.0,NIFTY,0
17378.9,2023-03-01 09:17:00,NSE,17386.85,17371.95,17381.5,NIFTY,0
17388.95,2023-03-01 09:18:00,NSE,17388.95,17377.2,17378.55,NIFTY,0
17387.15,2023-03-01 09:19:00,NSE,17392.55,17382.65,17390.05,NIFTY,0
17402.55,2023-03-01 09:20:00,NSE,17406.95,17387.95,17387.95,NIFTY,0
17408.0,2023-03-01 09:21:00,NSE,17409.2,17402.6,17403.75,NIFTY,0
17393.05,2023-03-01 09:22:00,NSE,17407.7,17388.75,17407.7,NIFTY,0
17387.5,2023-03-01 09:23:00,NSE,17394.0,17381.1,17392.9,NIFTY,0
17386.55,2023-03-01 09:24:00,NSE,17388.1,17380.95,17385.85,NIFTY,0
17394.95,2023-03-01 09:25:00,NSE,17397.95,17387.1,17387.1,NIFTY,0
17396.3,2023-03-01 09:26:00,NSE,17398.8,17393.05,17396.15,NIFTY,0
17396.55,2023-03-01 09:27:00,NSE,17398.55,17393.85,17396.4,NIFTY,0
17384.0,2023-03-01 09:28:00,NSE,17398.65,17381.65,17396.3,NIFTY,0
17369.75,2023-03-01 09:29:00,NSE,17383.6,17369.5,17383.6,NIFTY,0
17367.7,2023-03-01 09:30:00,NSE,17377.95,17367.7,17369.6,NIFTY,0
17369.6,2023-03-01 09:31:00,NSE,17377.05,17362.75,17366.6,NIFTY,0
17376.85,2023-03-01 09:32:00,NSE,17377.2,17369.1,17369.25,NIFTY,0
17385.6,2023-03-01 09:33:00,NSE,17385.85,17375.9,17377.45,NIFTY,0
17381.75,2023-03-01 09:34:00,NSE,17393.9,17381.75,17385.7,NIFTY,0
17395.2,2023-03-01 09:35:00,NSE,17395.2,17382.15,17382.15,NIFTY,0
17401.45,2023-03-01 09:36:00,NSE,17404.0,17395.35,17395.35,NIFTY,0
17408.75,2023-03-01 09:37:00,NSE,17412.4,17402.4,17402.4,NIFTY,0
17409.9,2023-03-01 09:38:00,NSE,17415.35,17408.45,17408.45,NIFTY,0
17413.75,2023-03-01 09:39:00,NSE,17415.05,17408.4,17410.15,NIFTY,0
17420.1,2023-03-01 09:40:00,NSE,17421.75,17413.9,17413.9,NIFTY,0
17401.1,2023-03-01 09:41:00,NSE,17416.6,17400.55,17416.6,NIFTY,0
17404.75,2023-03-01 09:42:00,NSE,17404.85,17397.3,17400.3,NIFTY,0
17410.5,2023-03-01 09:43:00,NSE,17410.7,17405.1,17405.1,NIFTY,0
17405.45,2023-03-01 09:44:00,NSE,17412.25,17401.9,17410.4,NIFTY,0
17415.75,2023-03-01 09:45:00,NSE,17415.75,17404.95,17405.75,NIFTY,0
17407.8,2023-03-01 09:46:00,NSE,17415.75,17406.85,17415.75,NIFTY,0
17406.15,2023-03-01 09:47:00,NSE,17410.95,17405.85,17407.8,NIFTY,0
17411.55,2023-03-01 09:48:00,NSE,17411.8,17406.1,17406.3,NIFTY,0
17418.4,2023-03-01 09:49:00,NSE,17420.65,17412.2,17412.2,NIFTY,0
17408.2,2023-03-01 09:50:00,NSE,17418.95,17407.05,17417.35,NIFTY,0
17390.65,2023-03-01 09:51:00,NSE,17408.15,17390.35,17406.2,NIFTY,0
17394.1,2023-03-01 09:52:00,NSE,17394.1,17385.35,17389.9,NIFTY,0
17391.55,2023-03-01 09:53:00,NSE,17393.95,17384.6,17393.95,NIFTY,0
17393.5,2023-03-01 09:54:00,NSE,17398.75,17390.5,17391.5,NIFTY,0
17396.75,2023-03-01 09:55:00,NSE,17397.0,17392.15,17394.05,NIFTY,0
17398.25,2023-03-01 09:56:00,NSE,17401.65,17395.25,17396.55,NIFTY,0
17398.15,2023-03-01 09:57:00,NSE,17402.25,17396.4,17398.8,NIFTY,0
17390.3,2023-03-01 09:58:00,NSE,17398.45,17388.65,17398.35,NIFTY,0
17389.4,2023-03-01 09:59:00,NSE,17391.7,17388.0,17390.4,NIFTY,0
17398.6,2023-03-01 10:00:00,NSE,17400.1,17390.4,17390.45,NIFTY,0
17401.55,2023-03-01 10:01:00,NSE,17401.55,17398.65,17398.85,NIFTY,0
17407.1,2023-03-01 10:02:00,NSE,17407.9,17401.6,17401.6,NIFTY,0
17406.15,2023-03-01 10:03:00,NSE,17407.6,17403.05,17406.6,NIFTY,0
17406.25,2023-03-01 10:04:00,NSE,17407.65,17404.3,17406.75,NIFTY,0
17408.5,2023-03-01 10:05:00,NSE,17408.7,17406.05,17406.2,NIFTY,0
17404.9,2023-03-01 10:06:00,NSE,17410.9,17404.9,17408.1,NIFTY,0
17412.5,2023-03-01 10:07:00,NSE,17414.45,17404.65,17404.85,NIFTY,0
17411.8,2023-03-01 10:08:00,NSE,17416.1,17411.05,17412.55,NIFTY,0
17411.9,2023-03-01 10:09:00,NSE,17416.1,17411.9,17412.1,NIFTY,0
17417.5,2023-03-01 10:10:00,NSE,17418.65,17411.0,17411.4,NIFTY,0
17417.65,2023-03-01 10:11:00,NSE,17419.35,17415.3,17417.45,NIFTY,0
17418.85,2023-03-01 10:12:00,NSE,17420.95,17418.25,17418.65,NIFTY,0
17413.35,2023-03-01 10:13:00,NSE,17420.45,17413.35,17418.4,NIFTY,0
17404.15,2023-03-01 10:14:00,NSE,17413.75,17404.15,17413.25,NIFTY,0
17398.05,2023-03-01 10:15:00,NSE,17404.6,17389.55,17404.6,NIFTY,0
17410.45,2023-03-01 10:16:00,NSE,17410.45,17398.2,17398.2,NIFTY,0
17408.2,2023-03-01 10:17:00,NSE,17411.9,17407.4,17410.1,NIFTY,0
17405.7,2023-03-01 10:18:00,NSE,17408.75,17404.0,17407.8,NIFTY,0
17410.5,2023-03-01 10:19:00,NSE,17410.6,17405.45,17405.9,NIFTY,0
17411.6,2023-03-01 10:20:00,NSE,17412.7,17408.5,17409.85,NIFTY,0
17411.7,2023-03-01 10:21:00,NSE,17413.05,17410.5,17412.25,NIFTY,0
17406.3,2023-03-01 10:22:00,NSE,17413.35,17404.9,17411.7,NIFTY,0
17407.35,2023-03-01 10:23:00,NSE,17408.85,17405.65,17406.6,NIFTY,0
17402.65,2023-03-01 10:24:00,NSE,17407.5,17402.35,17407.05,NIFTY,0
17399.65,2023-03-01 10:25:00,NSE,17403.05,17398.1,17402.3,NIFTY,0
17401.15,2023-03-01 10:26:00,NSE,17401.15,17390.9,17399.7,NIFTY,0
17413.35,2023-03-01 10:27:00,NSE,17413.35,17401.3,17401.3,NIFTY,0
17416.85,2023-03-01 10:28:00,NSE,17420.5,17412.3,17412.7,NIFTY,0
17418.0,2023-03-01 10:29:00,NSE,17420.0,17416.1,17416.1,NIFTY,0
17418.4,2023-03-01 10:30:00,NSE,17420.65,17417.0,17419.1,NIFTY,0
17419.85,2023-03-01 10:31:00,NSE,17420.0,17416.95,17419.2,NIFTY,0
17423.25,2023-03-01 10:32:00,NSE,17425.55,17417.1,17419.6,NIFTY,0
17422.7,2023-03-01 10:33:00,NSE,17424.35,17421.8,17422.7,NIFTY,0
17416.25,2023-03-01 10:34:00,NSE,17422.55,17415.2,17422.4,NIFTY,0
17407.35,2023-03-01 10:35:00,NSE,17416.0,17407.35,17415.7,NIFTY,0
17406.95,2023-03-01 10:36:00,NSE,17409.35,17406.95,17407.15,NIFTY,0
17415.3,2023-03-01 10:37:00,NSE,17415.6,17403.95,17407.0,NIFTY,0
17421.5,2023-03-01 10:38:00,NSE,17422.35,17415.25,17415.45,NIFTY,0
17424.05,2023-03-01 10:39:00,NSE,17425.3,17420.55,17420.55,NIFTY,0
17420.3,2023-03-01 10:40:00,NSE,17424.1,17417.75,17424.1,NIFTY,0
17423.05,2023-03-01 10:41:00,NSE,17423.1,17418.95,17420.25,NIFTY,0
17420.6,2023-03-01 10:42:00,NSE,17427.0,17420.2,17423.15,NIFTY,0
17419.25,2023-03-01 10:43:00,NSE,17420.8,17415.2,17420.8,NIFTY,0
17418.5,2023-03-01 10:44:00,NSE,17420.85,17416.9,17418.8,NIFTY,0
17414.15,2023-03-01 10:45:00,NSE,17420.35,17413.4,17418.2,NIFTY,0
17413.9,2023-03-01 10:46:00,NSE,17415.7,17411.6,17413.75,NIFTY,0
17415.55,2023-03-01 10:47:00,NSE,17415.55,17412.8,17413.7,NIFTY,0
17418.4,2023-03-01 10:48:00,NSE,17418.4,17414.85,17414.85,NIFTY,0
17415.7,2023-03-01 10:49:00,NSE,17419.75,17415.0,17418.55,NIFTY,0
17413.8,2023-03-01 10:50:00,NSE,17417.15,17413.3,17415.15,NIFTY,0
17411.35,2023-03-01 10:51:00,NSE,17413.7,17409.5,17413.55,NIFTY,0
17411.85,2023-03-01 10:52:00,NSE,17413.2,17410.95,17411.3,NIFTY,0
17411.25,2023-03-01 10:53:00,NSE,17414.45,17411.1,17412.35,NIFTY,0
