close,datetime,exchange_code,high,low,open,stock_code,volume
14481.05,2021-05-03 09:07:00,NSE,14481.05,14481.05,14481.05,NIFTY,0
14460.75,2021-05-03 09:15:00,NSE,14490.65,14430.3,14490.65,NIFTY,11391646
14445.0,2021-05-03 09:16:00,NSE,14471.9,14439.65,14463.0,NIFTY,6671326
14439.7,2021-05-03 09:17:00,NSE,14442.65,14416.25,14442.65,NIFTY,4916476
14461.75,2021-05-03 09:18:00,NSE,14461.75,14441.5,14441.75,NIFTY,4217825
14482.4,2021-05-03 09:19:00,NSE,14482.4,14454.95,14460.75,NIFTY,4391178
14453.6,2021-05-03 09:20:00,NSE,14480.3,14450.6,14478.75,NIFTY,5315286
14465.8,2021-05-03 09:21:00,NSE,14470.0,14451.15,14451.95,NIFTY,3897043
14484.75,2021-05-03 09:22:00,NSE,14485.9,14462.05,14464.15,NIFTY,3588810
14496.8,2021-05-03 09:23:00,NSE,14500.1,14480.2,14484.8,NIFTY,3500081
14501.8,2021-05-03 09:24:00,NSE,14505.15,14483.5,14495.9,NIFTY,3935065
14496.8,2021-05-03 09:25:00,NSE,14502.9,14483.1,14502.9,NIFTY,3331612
14496.2,2021-05-03 09:26:00,NSE,14500.15,14482.6,14495.0,NIFTY,2407050
14511.9,2021-05-03 09:27:00,NSE,14519.75,14493.1,14496.7,NIFTY,2919493
14518.65,2021-05-03 09:28:00,NSE,14518.7,14498.25,14508.8,NIFTY,2534347
14525.45,2021-05-03 09:29:00,NSE,14531.55,14509.25,14515.45,NIFTY,2700946
14523.75,2021-05-03 09:30:00,NSE,14527.95,14514.8,14524.55,NIFTY,2372785
14511.7,2021-05-03 09:31:00,NSE,14523.3,14511.7,14523.3,NIFTY,1869245
14508.7,2021-05-03 09:32:00,NSE,14515.15,14502.05,14512.0,NIFTY,2057409
14508.8,2021-05-03 09:33:00,NSE,14518.05,14506.15,14506.65,NIFTY,1878079
14511.9,2021-05-03 09:34:00,NSE,14516.3,14505.4,14507.25,NIFTY,2330562
14497.4,2021-05-03 09:35:00,NSE,14513.95,14494.5,14511.85,NIFTY,1872296
14506.1,2021-05-03 09:36:00,NSE,14509.4,14492.65,14497.85,NIFTY,2468506
14517.95,2021-05-03 09:37:00,NSE,14518.5,14504.6,14506.85,NIFTY,2008599
14516.65,2021-05-03 09:38:00,NSE,14516.95,14508.35,14516.95,NIFTY,1575230
14518.85,2021-05-03 09:39:00,NSE,14519.45,14507.9,14517.1,NIFTY,1918928
14532.05,2021-05-03 09:40:00,NSE,14532.85,14515.5,14519.05,NIFTY,1847276
14537.95,2021-05-03 09:41:00,NSE,14540.05,14529.35,14535.6,NIFTY,1786610
14546.55,2021-05-03 09:42:00,NSE,14547.75,14538.1,14538.1,NIFTY,2054023
14546.2,2021-05-03 09:43:00,NSE,14547.3,14540.3,14547.3,NIFTY,1611457
14545.55,2021-05-03 09:44:00,NSE,14548.05,14537.35,14546.5,NIFTY,1934284
14542.7,2021-05-03 09:45:00,NSE,14549.4,14539.15,14544.75,NIFTY,1865453
14542.85,2021-05-03 09:46:00,NSE,14548.85,14540.45,14542.6,NIFTY,1695886
14537.9,2021-05-03 09:47:00,NSE,14541.55,14534.0,14541.55,NIFTY,1805608
14559.25,2021-05-03 09:48:00,NSE,14561.35,14535.9,14537.75,NIFTY,1727377
14553.55,2021-05-03 09:49:00,NSE,14559.3,14548.05,14558.65,NIFTY,1483795
14550.9,2021-05-03 09:50:00,NSE,14556.15,14549.05,14554.7,NIFTY,1251397
14554.25,2021-05-03 09:51:00,NSE,14558.1,14550.0,14550.6,NIFTY,1652218
14550.55,2021-05-03 09:52:00,NSE,14553.95,14546.1,14553.95,NIFTY,1428744
14546.05,2021-05-03 09:53:00,NSE,14555.5,14545.7,14550.1,NIFTY,1193185
14550.0,2021-05-03 09:54:00,NSE,14556.7,14542.8,14546.1,NIFTY,1674998
14539.2,2021-05-03 09:55:00,NSE,14551.9,14531.9,14550.25,NIFTY,2087938
14550.95,2021-05-03 09:56:00,NSE,14552.45,14538.15,14538.15,NIFTY,1482361
14552.15,2021-05-03 09:57:00,NSE,14552.5,14546.8,14551.2,NIFTY,1293321
14553.8,2021-05-03 09:58:00,NSE,14557.55,14551.2,14551.2,NIFTY,1096039
14545.1,2021-05-03 09:59:00,NSE,14554.6,14543.45,14553.7,NIFTY,1071645
14553.7,2021-05-03 10:00:00,NSE,14554.35,14542.2,14546.25,NIFTY,1391537
14551.4,2021-05-03 10:01:00,NSE,14555.2,14549.8,14552.85,NIFTY,1177851
14550.45,2021-05-03 10:02:00,NSE,14552.55,14545.9,14551.65,NIFTY,1325246
14545.15,2021-05-03 10:03:00,NSE,14553.65,14545.15,14549.1,NIFTY,1357095
14540.65,2021-05-03 10:04:00,NSE,14547.4,14539.7,14544.5,NIFTY,1421569
14547.75,2021-05-03 10:05:00,NSE,14551.05,14539.55,14541.05,NIFTY,1246566
14546.4,2021-05-03 10:06:00,NSE,14550.85,14546.4,14548.3,NIFTY,1067567
14543.55,2021-05-03 10:07:00,NSE,14549.45,14543.15,14546.6,NIFTY,1040771
14529.55,2021-05-03 10:08:00,NSE,14545.15,14527.4,14544.2,NIFTY,1189328
14533.75,2021-05-03 10:09:00,NSE,14537.45,14527.35,14529.35,NIFTY,1884352
14532.0,2021-05-03 10:10:00,NSE,14534.3,14527.75,14534.15,NIFTY,1116097
14531.6,2021-05-03 10:11:00,NSE,14540.6,14531.2,14532.45,NIFTY,1187806
14539.15,2021-05-03 10:12:00,NSE,14544.5,14530.55,14531.8,NIFTY,1325062
14543.85,2021-05-03 10:13:00,NSE,14546.4,14538.1,14538.8,NIFTY,1236892
14543.05,2021-05-03 10:14:00,NSE,14546.85,14540.4,14543.95,NIFTY,1277713
14542.2,2021-05-03 10:15:00,NSE,14543.75,14540.2,14541.85,NIFTY,1108362
14549.35,2021-05-03 10:16:00,NSE,14551.6,14542.85,14542.85,NIFTY,1464875
14547.05,2021-05-03 10:17:00,NSE,14549.9,14544.6,14547.75,NIFTY,1259811
14535.8,2021-05-03 10:18:00,NSE,14547.3,14535.8,14547.1,NIFTY,996980
14529.35,2021-05-03 10:19:00,NSE,14536.0,14529.35,14536.0,NIFTY,877022
14518.0,2021-05-03 10:20:00,NSE,14530.0,14513.85,14530.0,NIFTY,1910214
14524.35,2021-05-03 10:21:00,NSE,14524.95,14517.35,14517.9,NIFTY,1167232
