date,open_price,high_price,low_price,close_price,last_price,prev_close,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
01-Jan-2020,1308.4,1318.9,1303.0,1309.95, 1310.15,1298.2,1310.91,3123998,40952.86,73190, 931657, 29.82
02-Jan-2020,1312.0,1348.0,1311.0,1345.3, 1344.90,1309.95,1334.29,4335359,57846.06,135378, 2189407, 50.50
03-Jan-2020,1344.95,1344.95,1330.15,1335.05, 1335.00,1345.3,1335.87,2059871,27517.28,77644, 996530, 48.38
06-Jan-2020,1331.0,1332.0,1314.1,1316.75, 1315.50,1335.05,1320.73,2646905,34958.35,118803, 1392864, 52.62
07-Jan-2020,1328.0,1339.5,1313.75,1320.5, 1321.15,1316.75,1325.68,2077893,27546.27,70374, 845249, 40.68
08-Jan-2020,1302.0,1308.7,1283.35,1291.55, 1291.50,1320.5,1294.04,4147568,53671.15,145613, 1879175, 45.31
09-Jan-2020,1311.0,1319.9,1305.1,1316.15, 1316.10,1291.55,1314.28,2067779,27176.34,98843, 979208, 47.36
10-Jan-2020,1319.0,1335.95,1319.0,1324.6, 1323.85,1316.15,1327.14,2360798,31331.16,93096, 1104894, 46.80
13-Jan-2020,1329.0,1339.4,1328.7,1334.7, 1334.50,1324.6,1335.0,1825244,24367.05,62542, 1037004, 56.81
14-Jan-2020,1329.8,1331.0,1315.1,1326.1, 1326.00,1334.7,1323.19,2046500,27079.13,103923, 993250, 48.53
15-Jan-2020,1325.6,1336.15,1320.0,1323.6, 1323.50,1326.1,1326.8,2127677,28229.96,67695, 1097069, 51.56
16-Jan-2020,1327.7,1332.9,1317.4,1319.3, 1319.00,1323.6,1324.35,1773135,23482.5,76644, 1032840, 58.25
17-Jan-2020,1320.6,1325.95,1302.0,1304.2, 1304.00,1319.3,1311.6,2941837,38585.23,158742, 1709372, 58.11
20-Jan-2020,1313.95,1319.9,1306.5,1309.6, 1311.10,1304.2,1312.97,2542477,33381.94,112596, 1476266, 58.06
21-Jan-2020,1304.75,1313.9,1300.45,1302.35, 1302.10,1309.6,1306.33,1361576,17786.66,74036, 642210, 47.17
22-Jan-2020,1311.0,1312.0,1292.0,1294.2, 1294.90,1302.35,1300.14,2449753,31850.17,95993, 1200261, 49.00
23-Jan-2020,1307.0,1339.85,1306.0,1332.3, 1330.45,1294.2,1329.21,10056067,133666.14,219420, 5967017, 59.34
24-Jan-2020,1332.0,1367.85,1332.0,1359.2,1352.0,1332.3,1353.21,5837319,78991.35,146118, 3094867, 53.02
27-Jan-2020,1340.0,1364.9,1340.0,1348.6, 1347.00,1359.2,1354.47,2510013,33997.35,71639, 1102572, 43.93
28-Jan-2020,1350.9,1355.0,1338.0,1346.65, 1345.00,1348.6,1344.91,2352852,31643.67,118120, 1338450, 56.89
29-Jan-2020,1353.1,1374.95,1352.1,1365.7, 1365.05,1346.65,1366.37,3678474,50261.43,108090, 1738488, 47.26
30-Jan-2020,1365.95,1376.8,1353.0,1370.2, 1365.00,1365.7,1364.75,2743506,37441.93,76783, 1428482, 52.07
31-Jan-2020,1375.95,1377.0,1360.45,1369.3, 1370.00,1370.2,1370.07,3939306,53971.32,127379, 2034216, 51.64
03-Feb-2020,1290.0,1303.9,1272.0,1286.65, 1287.05,1287.4,1286.44,5767353,74193.34,248556, 3051281, 52.91
04-Feb-2020,1296.0,1307.3,1287.55,1291.75, 1293.00,1286.65,1297.18,3604309,46754.44,117966, 2029053, 56.30
05-Feb-2020,1297.9,1325.0,1295.0,1310.05, 1311.00,1291.75,1312.9,4220104,55405.9,111767, 1998826, 47.36
06-Feb-2020,1322.9,1325.0,1309.05,1317.6, 1317.00,1310.05,1317.41,2354458,31017.77,85894, 1201476, 51.03
07-Feb-2020,1313.05,1314.4,1296.0,1299.0, 1298.50,1317.6,1301.73,3053804,39752.35,89067, 1798671, 58.90
10-Feb-2020,1300.0,1302.45,1273.1,1285.3, 1283.00,1299.0,1283.99,3039992,39033.27,120243, 1489679, 49.00
11-Feb-2020,1292.0,1298.95,1284.0,1286.9, 1286.25,1285.3,1291.89,2200796,28431.82,114602, 1193438, 54.23
12-Feb-2020,1289.1,1299.85,1280.0,1297.3, 1299.00,1286.9,1290.13,2568696,33139.57,127830, 1455688, 56.67
13-Feb-2020,1299.0,1299.85,1285.0,1292.25, 1291.00,1297.3,1290.74,1545536,19948.9,79219, 862882, 55.83
14-Feb-2020,1295.0,1304.95,1290.6,1295.15, 1293.20,1292.25,1297.12,1780119,23090.29,79043, 993513, 55.81
17-Feb-2020,1297.0,1297.85,1277.0,1280.2, 1281.50,1295.15,1285.41,2155085,27701.6,70230, 1360987, 63.15
18-Feb-2020,1281.5,1289.8,1266.45,1286.35, 1288.00,1280.2,1276.29,2347917,29966.31,96379, 1291867, 55.02
19-Feb-2020,1298.0,1299.0,1276.6,1281.4, 1281.50,1286.35,1282.49,1820353,23345.87,77257, 972869, 53.44
20-Feb-2020,1279.9,1288.9,1275.3,1280.6, 1282.00,1281.4,1281.55,3034681,38891.08,131459, 2076571, 68.43
24-Feb-2020,1271.9,1271.9,1252.65,1259.7, 1259.90,1280.6,1261.31,3414064,43062.03,165366, 2172243, 63.63
25-Feb-2020,1262.2,1265.65,1240.15,1242.05, 1241.85,1259.7,1247.67,3133077,39090.47,131233, 1962169, 62.63
26-Feb-2020,1235.0,1238.0,1206.0,1211.15, 1214.90,1242.05,1219.79,5721483,69790.28,161455, 3952254, 69.08
27-Feb-2020,1212.35,1216.95,1200.0,1210.35, 1208.70,1211.15,1207.28,4003149,48329.07,141145, 2264297, 56.56
28-Feb-2020,1189.65,1196.45,1162.0,1187.55, 1191.10,1210.35,1178.9,6286647,74113.03,218919, 4148466, 65.99
02-Mar-2020,1205.0,1212.35,1150.55,1160.9, 1153.90,1187.55,1183.81,3177486,37615.32,109785, 1547760, 48.71
03-Mar-2020,1166.0,1186.8,1162.05,1181.3, 1183.15,1160.9,1174.87,3134527,36826.74,91823, 1673501, 53.39
04-Mar-2020,1185.0,1187.85,1158.0,1176.65, 1175.90,1181.3,1175.29,3135151,36847.1,115524, 1837566, 58.61
05-Mar-2020,1180.1,1187.25,1166.2,1182.45, 1180.50,1176.65,1179.1,2625152,30953.18,99673, 1410938, 53.75
06-Mar-2020,1148.0,1164.0,1130.85,1158.9, 1154.85,1182.45,1145.21,3956575,45311.07,146183, 2425123, 61.29
09-Mar-2020,1135.8,1135.8,1067.3,1101.95, 1101.00,1158.9,1094.26,8038432,87961.47,244516, 4877266, 60.67
11-Mar-2020,1090.0,1120.95,1085.8,1116.95, 1119.00,1101.95,1110.74,5628178,62514.63,212206, 3757080, 66.75
12-Mar-2020,1070.0,1070.05,1004.1,1016.55, 1020.00,1116.95,1032.32,9200492,94978.83,294935, 5761704, 62.62
13-Mar-2020,950.0,1060.45,890.0,1051.45, 1060.00,1016.55,1001.53,8117968,81303.74,300693, 3967242, 48.87
16-Mar-2020,1014.25,1042.0,961.9,968.7, 968.00,1051.45,998.65,6672579,66635.38,316173, 3789060, 56.79
17-Mar-2020,972.0,1005.0,940.15,956.75, 953.00,968.7,974.73,4720357,46010.55,186154, 2475763, 52.45
18-Mar-2020,968.0,974.75,900.0,904.55, 912.00,956.75,931.06,5586629,52014.95,211669, 3115116, 55.76
19-Mar-2020,873.9,884.0,837.7,843.1, 839.00,904.55,859.14,7252149,62306.13,311401, 3830277, 52.82
20-Mar-2020,849.0,877.8,831.3,864.7, 852.00,843.1,854.1,6130498,52360.36,222198, 2980313, 48.61
23-Mar-2020,809.0,809.95,706.0,724.05, 721.00,864.7,745.22,7310033,54475.78,290747, 4889398, 66.89
24-Mar-2020,755.0,755.75,672.0,707.9, 710.00,724.05,707.2,7113438,50306.57,263108, 3727858, 52.41
25-Mar-2020,697.2,775.0,661.0,765.75, 769.00,707.9,698.45,16122626,112607.89,321286, 10165613, 63.05
26-Mar-2020,787.75,842.3,754.15,838.0, 842.30,765.75,807.95,9028697,72947.77,243919, 4654113, 51.55
27-Mar-2020,867.9,890.0,812.0,837.05, 841.00,838.0,845.61,6573602,55586.93,202101, 2693934, 40.98
30-Mar-2020,801.0,815.0,791.0,798.65, 799.00,837.05,802.54,4474168,35907.03,176856, 2250537, 50.30
31-Mar-2020,820.0,823.0,791.2,808.5,810.1,798.65,806.85,8045539,64915.72,160157, 5662636, 70.38
01-Apr-2020,806.85,812.4,766.55,774.35,775.55,808.5,782.06,4104461,32099.31,207097, 2067320, 50.37
03-Apr-2020,791.1,791.1,762.8,774.65, 783.00,774.35,773.33,4268501,33009.75,186484, 1745998, 40.90
07-Apr-2020,805.0,813.0,791.0,801.65, 802.20,774.65,804.35,5769216,46404.57,189036, 2751838, 47.70
08-Apr-2020,804.0,832.0,797.7,807.1, 808.00,801.65,813.47,6151093,50037.53,166115, 2611764, 42.46
09-Apr-2020,834.35,834.35,804.4,812.8, 805.00,807.1,816.43,6410629,52338.49,185106, 3814452, 59.50
13-Apr-2020,812.8,872.4,807.95,865.45, 864.40,812.8,847.08,9462929,80158.97,264873,3165299,38.11
15-Apr-2020,890.95,926.6,869.0,880.15, 876.90,865.45,902.16,10435586,94146.2,295558, 5100145, 48.87
16-Apr-2020,875.95,919.8,870.15,911.65, 909.00,880.15,908.8,6980628,63440.2,206450, 2765035, 39.61
17-Apr-2020,930.0,940.0,916.0,932.9, 935.00,911.65,927.6,5827735,54058.02,185080, 2256092, 38.71
20-Apr-2020,940.8,943.0,911.0,915.6, 918.00,932.9,928.59,4958437,46043.53,158851, 2198854, 44.35
21-Apr-2020,897.0,906.6,863.0,870.35,875.0,915.6,882.81,5122597,45222.73,164745, 2249946, 43.92
22-Apr-2020,873.0,885.5,850.0,852.6,855.5,870.35,866.49,6090177,52771.02,235279, 2298752, 37.75
23-Apr-2020,860.0,869.5,835.0,840.6,843.35,852.6,853.02,6322048,53928.59,227895, 2671362, 42.25
24-Apr-2020,838.0,869.0,834.15,851.2,851.0,840.6,855.24,7960660,68082.5,220618, 2156040, 27.08
27-Apr-2020,861.95,874.9,852.25,855.25, 857.00,851.2,863.75,4224467,36489.01,142648, 1620694, 38.36
28-Apr-2020,863.8,867.7,852.1,857.15, 856.70,855.25,859.19,3773038,32417.63,108569, 1582742, 41.95
29-Apr-2020,862.0,883.05,854.0,875.35,871.45,857.15,869.91,4841417,42116.06,152437, 1824481, 37.68
30-Apr-2020,890.2,916.8,884.1,897.55,897.95,875.35,902.78,6333023,57173.0,162674, 2314871, 36.55
04-May-2020,880.0,880.0,845.0,850.65, 852.00,897.55,853.65,4678679,39939.75,188413, 2286723, 48.88
05-May-2020,861.0,869.8,835.0,836.9, 840.00,850.65,850.68,4296534,36549.61,119699, 1482602, 34.51
06-May-2020,838.0,848.0,817.6,837.3, 839.00,836.9,834.11,5081614,42386.12,160333, 1251670, 24.63
07-May-2020,833.0,836.05,820.1,822.85, 825.40,837.3,827.29,3529156,29196.26,138162, 1516256, 42.96
08-May-2020,833.0,834.85,810.0,815.95, 816.50,822.85,820.16,4394534,36042.18,145863, 1470673, 33.47
11-May-2020,821.2,827.5,816.35,821.6, 822.00,815.95,821.97,2882960,23697.05,133688, 1202149, 41.70
12-May-2020,817.0,819.25,804.0,814.8, 816.00,821.6,810.07,3024386,24499.78,112515, 1129539, 37.35
13-May-2020,863.7,871.95,850.5,862.9,866.0,814.8,862.19,8625530,74368.42,280407, 3582807, 41.54
