date,open_price,high_price,low_price,close_price,last_price,prev_close,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
01-Jan-2020,1750.1,1799.0,1750.1,1782.1, 1774.50,1750.5,1785.78,96053,1715.29,9530, 40993, 42.68
02-Jan-2020,1786.9,1828.0,1782.5,1821.55, 1822.90,1782.1,1816.34,136403,2477.54,13369, 85238, 62.49
03-Jan-2020,1821.45,1839.0,1791.25,1812.55, 1815.05,1821.55,1816.83,103417,1878.91,9558, 57623, 55.72
06-Jan-2020,1802.0,1825.0,1778.0,1819.45, 1820.00,1812.55,1814.82,121078,2197.34,9958, 79049, 65.29
07-Jan-2020,1816.0,1839.9,1805.8,1833.1, 1832.35,1819.45,1820.1,320013,5824.57,9277, 285854, 89.33
08-Jan-2020,1827.0,1864.0,1801.0,1809.3, 1805.00,1833.1,1822.29,104102,1897.04,15066, 49479, 47.53
09-Jan-2020,1795.9,1835.65,1795.9,1816.6, 1810.00,1809.3,1818.25,90617,1647.65,14553, 61204, 67.54
10-Jan-2020,1821.5,1829.95,1801.0,1820.4, 1816.10,1816.6,1818.16,83728,1522.31,8689, 54353, 64.92
13-Jan-2020,1830.0,1832.4,1815.05,1826.95, 1822.20,1820.4,1824.66,40504,739.06,3668, 24426, 60.31
14-Jan-2020,1830.0,1894.0,1822.05,1877.95, 1878.00,1826.95,1867.87,196390,3668.31,13056, 98337, 50.07
15-Jan-2020,1889.0,2003.0,1885.0,1933.6, 1925.00,1877.95,1936.96,1110275,21505.58,56853, 362313, 32.63
16-Jan-2020,1945.0,1957.5,1887.05,1901.6, 1897.00,1933.6,1914.17,377999,7235.55,24447, 176511, 46.70
17-Jan-2020,1905.0,1918.0,1882.7,1902.35, 1895.00,1901.6,1898.87,133212,2529.52,13703, 79399, 59.60
20-Jan-2020,1921.0,1921.0,1875.05,1895.9, 1895.00,1902.35,1898.3,90779,1723.25,11186, 52214, 57.52
21-Jan-2020,1897.0,1920.0,1895.1,1908.75, 1907.00,1895.9,1911.94,104946,2006.51,7099, 70864, 67.52
22-Jan-2020,1915.0,1928.0,1902.0,1924.15, 1926.00,1908.75,1917.2,142099,2724.32,8696, 114154, 80.33
23-Jan-2020,1919.0,1940.0,1919.0,1935.35, 1929.20,1924.15,1927.69,167063,3220.46,13095, 123353, 73.84
24-Jan-2020,1925.0,1975.0,1922.0,1960.8,1973.0,1935.35,1948.81,122603,2389.3,14334, 71672, 58.46
27-Jan-2020,1950.0,1968.5,1940.0,1948.05, 1946.00,1960.8,1957.48,75736,1482.52,9487, 45021, 59.44
28-Jan-2020,1949.9,1958.9,1924.3,1948.1, 1954.00,1948.05,1949.25,45498,886.87,6912, 29415, 64.65
29-Jan-2020,1955.0,1965.0,1942.3,1958.4, 1951.00,1948.1,1951.21,57942,1130.57,6914, 40482, 69.87
30-Jan-2020,1952.0,1965.0,1945.0,1949.8, 1951.00,1958.4,1953.81,66300,1295.37,7466, 50799, 76.62
31-Jan-2020,1951.0,1954.85,1914.0,1940.25, 1935.00,1949.8,1940.27,36496,708.12,7149, 18882, 51.74
01-Feb-2020,1940.0,1984.0,1910.05,1972.9,1972.6,1940.25,1955.3,84917,1660.38,5193, 54073, 63.68
03-Feb-2020,1970.0,1986.0,1920.65,1956.25, 1949.00,1972.9,1965.43,111165,2184.86,17936, 66811, 60.10
04-Feb-2020,1960.9,1974.0,1925.0,1940.65, 1958.00,1956.25,1957.28,69255,1355.51,9564, 44865, 64.78
05-Feb-2020,1949.95,1960.5,1919.2,1924.7, 1920.70,1940.65,1939.06,101884,1975.59,7218, 85922, 84.33
06-Feb-2020,1927.0,1949.35,1901.0,1913.85, 1913.85,1924.7,1922.34,270273,5195.56,11897, 226758, 83.90
07-Feb-2020,1915.0,1960.0,1915.0,1944.65, 1948.00,1913.85,1944.52,113586,2208.7,10499, 65605, 57.76
10-Feb-2020,1954.0,1969.8,1938.65,1950.2, 1945.00,1944.65,1952.79,81940,1600.12,7871, 51694, 63.09
11-Feb-2020,1964.4,2008.9,1927.0,1996.45, 1995.00,1950.2,1986.56,201195,3996.86,9717, 108303, 53.83
12-Feb-2020,2004.9,2045.0,1999.35,2018.8, 2018.50,1996.45,2027.92,254798,5167.11,22395, 148116, 58.13
13-Feb-2020,2024.8,2050.0,1988.0,2020.3, 2020.00,2018.8,2022.73,149499,3023.95,13068, 77176, 51.62
14-Feb-2020,2037.8,2048.0,2020.1,2032.5, 2030.00,2020.3,2035.59,96950,1973.5,9159, 51219, 52.83
17-Feb-2020,2030.0,2039.95,1985.0,1990.8, 1990.50,2032.5,2007.09,87972,1765.68,12773, 60196, 68.43
18-Feb-2020,1997.0,2025.0,1935.0,1962.6, 1940.00,1990.8,1973.74,91588,1807.71,10644, 47999, 52.41
19-Feb-2020,1974.0,1989.7,1951.1,1965.9, 1971.75,1962.6,1967.95,55627,1094.71,8920, 31400, 56.45
20-Feb-2020,1966.05,2010.0,1963.25,2005.95, 2002.30,1965.9,1994.55,71624,1428.58,7910, 38721, 54.06
24-Feb-2020,2010.0,2020.0,1982.8,1999.25, 1998.15,2005.95,2001.38,77015,1541.36,7014, 51163, 66.43
25-Feb-2020,1992.15,2012.0,1985.0,1997.55, 1992.00,1999.25,1995.52,51801,1033.7,5994, 33104, 63.91
26-Feb-2020,1990.05,2004.0,1970.0,1998.4, 1999.00,1997.55,1993.11,61515,1226.06,10641, 39091, 63.55
27-Feb-2020,1997.9,1997.9,1963.85,1986.2, 1984.00,1998.4,1980.28,37212,736.9,4419, 25271, 67.91
28-Feb-2020,1933.0,1969.95,1852.4,1910.15, 1914.75,1986.2,1904.51,180561,3438.81,40644, 121258, 67.16
02-Mar-2020,1901.05,1947.0,1877.1,1906.75, 1938.70,1910.15,1929.42,108079,2085.3,22529, 81119, 75.06
03-Mar-2020,1938.0,1985.0,1926.05,1961.1, 1962.00,1906.75,1961.62,82575,1619.81,15878, 57078, 69.12
04-Mar-2020,1966.0,1972.95,1873.85,1897.65, 1890.80,1961.1,1909.69,67995,1298.5,13988, 35389, 52.05
05-Mar-2020,1896.0,1919.0,1880.0,1892.2, 1882.00,1897.65,1896.89,43705,829.03,9420, 26201, 59.95
06-Mar-2020,1860.0,1934.95,1846.0,1897.5, 1912.00,1892.2,1899.19,91570,1739.09,8488, 55147, 60.22
09-Mar-2020,1885.0,1890.0,1850.15,1870.85, 1875.00,1897.5,1872.61,164511,3080.64,16617, 132051, 80.27
11-Mar-2020,1870.75,1900.0,1712.25,1772.4, 1775.40,1870.85,1781.17,145955,2599.7,20962, 81421, 55.79
12-Mar-2020,1682.25,1705.0,1550.0,1610.4, 1603.05,1772.4,1624.59,198483,3224.54,27356, 115155, 58.02
13-Mar-2020,1499.0,1900.3,1355.0,1620.35, 1612.00,1610.4,1556.59,234804,3654.93,23042, 134944, 57.47
16-Mar-2020,1588.0,1588.0,1494.0,1527.3, 1515.00,1620.35,1529.09,168799,2581.08,45387, 96578, 57.21
17-Mar-2020,1515.0,1524.35,1425.0,1490.65, 1480.00,1527.3,1488.81,163058,2427.62,29644, 83043, 50.93
18-Mar-2020,1505.5,1560.0,1360.0,1376.45, 1380.00,1490.65,1428.08,216457,3091.17,39203, 131764, 60.87
19-Mar-2020,1326.0,1414.0,1210.0,1362.0, 1384.10,1376.45,1288.86,226828,2923.51,35761, 106936, 47.14
20-Mar-2020,1350.0,1600.0,1311.7,1511.45, 1520.00,1362.0,1451.11,275061,3991.45,48841, 155611, 56.57
23-Mar-2020,1240.0,1490.0,1228.0,1293.1, 1292.00,1511.45,1312.07,116594,1529.79,17461, 71091, 60.97
24-Mar-2020,1330.0,1405.0,1273.15,1386.6, 1388.15,1293.1,1355.16,83425,1130.55,9455, 44337, 53.15
25-Mar-2020,1382.0,1440.0,1302.5,1421.8, 1425.00,1386.6,1362.06,151453,2062.88,20540, 81891, 54.07
26-Mar-2020,1440.0,1510.0,1375.0,1428.25, 1475.00,1421.8,1418.38,147627,2093.92,22967, 71247, 48.26
27-Mar-2020,1440.0,1479.0,1380.0,1393.85, 1383.00,1428.25,1415.14,78304,1108.11,13111, 36544, 46.67
