close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,stock_code,volume
12309.85,2020-01-01 09:15:00,NFO,27-FEB-2020,12309.85,12297.05,12302.25,958650,Futures,NIFTY,1202
12299.45,2020-01-01 09:16:00,NFO,27-FEB-2020,12308.55,12299.45,12308.55,958650,Futures,NIFTY,900
12295.75,2020-01-01 09:17:00,NFO,27-FEB-2020,12295.75,12295.75,12295.75,958650,Futures,NIFTY,675
12300.0,2020-01-01 09:18:00,NFO,27-FEB-2020,12300.0,12296.05,12297.0,958650,Futures,NIFTY,1050
12300.0,2020-01-01 09:19:00,NFO,27-FEB-2020,12300.0,12300.0,12300.0,958650,Futures,NIFTY,150
12304.95,2020-01-01 09:20:00,NFO,27-FEB-2020,12304.95,12304.95,12304.95,958650,Futures,NIFTY,150
12300.7,2020-01-01 09:21:00,NFO,27-FEB-2020,12300.7,12300.7,12300.7,958950,Futures,NIFTY,75
12302.85,2020-01-01 09:22:00,NFO,27-FEB-2020,12302.85,12302.85,12302.85,958950,Futures,NIFTY,150
12305.0,2020-01-01 09:23:00,NFO,27-FEB-2020,12305.0,12303.9,12303.9,959175,Futures,NIFTY,375
12305.4,2020-01-01 09:25:00,NFO,27-FEB-2020,12308.05,12305.0,12308.05,959175,Futures,NIFTY,450
12307.0,2020-01-01 09:26:00,NFO,27-FEB-2020,12307.75,12307.0,12307.75,959175,Futures,NIFTY,225
12307.65,2020-01-01 09:27:00,NFO,27-FEB-2020,12308.5,12306.3,12308.5,959175,Futures,NIFTY,375
12308.3,2020-01-01 09:28:00,NFO,27-FEB-2020,12308.4,12307.65,12308.4,959175,Futures,NIFTY,375
12308.5,2020-01-01 09:29:00,NFO,27-FEB-2020,12308.5,12308.5,12308.5,959625,Futures,NIFTY,75
12309.75,2020-01-01 09:30:00,NFO,27-FEB-2020,12309.75,12308.5,12308.5,959625,Futures,NIFTY,225
12307.2,2020-01-01 09:31:00,NFO,27-FEB-2020,12307.2,12307.2,12307.2,959625,Futures,NIFTY,75
12307.85,2020-01-01 09:33:00,NFO,27-FEB-2020,12309.0,12307.85,12309.0,959625,Futures,NIFTY,150
12303.4,2020-01-01 09:34:00,NFO,27-FEB-2020,12307.6,12303.4,12307.6,959625,Futures,NIFTY,2475
12305.0,2020-01-01 09:35:00,NFO,27-FEB-2020,12305.05,12305.0,12305.0,960975,Futures,NIFTY,2025
12301.05,2020-01-01 09:36:00,NFO,27-FEB-2020,12301.05,12300.1,12300.1,960975,Futures,NIFTY,150
12300.1,2020-01-01 09:37:00,NFO,27-FEB-2020,12300.1,12300.1,12300.1,960975,Futures,NIFTY,75
12303.75,2020-01-01 09:38:00,NFO,27-FEB-2020,12303.75,12303.75,12303.75,960975,Futures,NIFTY,150
12301.1,2020-01-01 09:40:00,NFO,27-FEB-2020,12302.05,12301.1,12302.0,960975,Futures,NIFTY,225
12292.45,2020-01-01 09:41:00,NFO,27-FEB-2020,12300.0,12292.45,12300.0,961050,Futures,NIFTY,825
12295.35,2020-01-01 09:42:00,NFO,27-FEB-2020,12295.55,12292.45,12292.45,961050,Futures,NIFTY,300
12296.2,2020-01-01 09:43:00,NFO,27-FEB-2020,12296.2,12296.2,12296.2,961050,Futures,NIFTY,75
12292.0,2020-01-01 09:45:00,NFO,27-FEB-2020,12296.5,12292.0,12296.5,961575,Futures,NIFTY,525
12288.0,2020-01-01 09:46:00,NFO,27-FEB-2020,12292.0,12288.0,12292.0,961575,Futures,NIFTY,375
12286.5,2020-01-01 09:47:00,NFO,27-FEB-2020,12286.5,12286.5,12286.5,961575,Futures,NIFTY,450
12291.3,2020-01-01 09:48:00,NFO,27-FEB-2020,12291.3,12287.75,12288.0,961725,Futures,NIFTY,1500
12289.3,2020-01-01 09:49:00,NFO,27-FEB-2020,12291.05,12289.3,12291.05,961725,Futures,NIFTY,825
12286.85,2020-01-01 09:50:00,NFO,27-FEB-2020,12286.85,12285.9,12286.55,962100,Futures,NIFTY,2250
12290.0,2020-01-01 09:51:00,NFO,27-FEB-2020,12290.0,12289.0,12289.0,962100,Futures,NIFTY,150
12297.25,2020-01-01 09:52:00,NFO,27-FEB-2020,12297.25,12290.05,12290.05,962100,Futures,NIFTY,525
12292.85,2020-01-01 09:54:00,NFO,27-FEB-2020,12292.85,12292.85,12292.85,962325,Futures,NIFTY,75
12287.8,2020-01-01 09:55:00,NFO,27-FEB-2020,12290.0,12287.8,12290.0,962325,Futures,NIFTY,150
12294.85,2020-01-01 09:56:00,NFO,27-FEB-2020,12294.85,12290.0,12290.0,962325,Futures,NIFTY,375
12291.0,2020-01-01 09:57:00,NFO,27-FEB-2020,12291.35,12291.0,12291.35,962850,Futures,NIFTY,300
12291.0,2020-01-01 09:59:00,NFO,27-FEB-2020,12291.0,12291.0,12291.0,962550,Futures,NIFTY,75
12290.0,2020-01-01 10:01:00,NFO,27-FEB-2020,12290.0,12290.0,12290.0,962550,Futures,NIFTY,75
12286.55,2020-01-01 10:03:00,NFO,27-FEB-2020,12290.0,12286.55,12290.0,962550,Futures,NIFTY,225
