close,datetime,exchange_code,high,low,open,stock_code,volume
24734.9,2025-08-01 09:09:00,NSE,24734.9,24734.9,24734.9,NIFTY,0
24734.9,2025-08-01 09:10:00,NSE,24734.9,24734.9,24734.9,NIFTY,0
24734.9,2025-08-01 09:11:00,NSE,24734.9,24734.9,24734.9,NIFTY,0
24734.9,2025-08-01 09:12:00,NSE,24734.9,24734.9,24734.9,NIFTY,0
24734.9,2025-08-01 09:13:00,NSE,24734.9,24734.9,24734.9,NIFTY,0
24734.9,2025-08-01 09:14:00,NSE,24734.9,24734.9,24734.9,NIFTY,0
24723.55,2025-08-01 09:15:00,NSE,24759.2,24701.1,24736.4,NIFTY,0
24712.8,2025-08-01 09:16:00,NSE,24727.45,24712.25,24723.05,NIFTY,0
24718.15,2025-08-01 09:17:00,NSE,24724.7,24709.05,24712.6,NIFTY,0
24722.5,2025-08-01 09:18:00,NSE,24724.75,24710.9,24716.6,NIFTY,0
24726.0,2025-08-01 09:19:00,NSE,24730.1,24720.1,24722.3,NIFTY,0
24731.2,2025-08-01 09:20:00,NSE,24732.2,24713.45,24725.9,NIFTY,0
24726.95,2025-08-01 09:21:00,NSE,24732.6,24725.35,24731.5,NIFTY,0
24725.25,2025-08-01 09:22:00,NSE,24729.05,24717.95,24726.15,NIFTY,0
24719.0,2025-08-01 09:23:00,NSE,24730.65,24718.8,24725.3,NIFTY,0
24712.7,2025-08-01 09:24:00,NSE,24722.3,24712.2,24719.9,NIFTY,0
24698.05,2025-08-01 09:25:00,NSE,24714.15,24698.05,24712.6,NIFTY,0
24695.05,2025-08-01 09:26:00,NSE,24698.25,24685.95,24698.25,NIFTY,0
24685.3,2025-08-01 09:27:00,NSE,24696.75,24684.6,24695.5,NIFTY,0
24682.7,2025-08-01 09:28:00,NSE,24687.0,24679.7,24687.0,NIFTY,0
24686.9,2025-08-01 09:29:00,NSE,24688.3,24681.8,24682.75,NIFTY,0
24680.2,2025-08-01 09:30:00,NSE,24685.5,24673.35,24685.5,NIFTY,0
24692.55,2025-08-01 09:31:00,NSE,24692.55,24672.3,24681.6,NIFTY,0
24698.8,2025-08-01 09:32:00,NSE,24699.6,24690.3,24693.2,NIFTY,0
24734.7,2025-08-01 09:33:00,NSE,24738.7,24695.95,24699.25,NIFTY,0
24713.95,2025-08-01 09:34:00,NSE,24736.3,24712.85,24736.3,NIFTY,0
24716.25,2025-08-01 09:35:00,NSE,24721.15,24711.95,24713.35,NIFTY,0
24721.9,2025-08-01 09:36:00,NSE,24724.95,24715.95,24716.25,NIFTY,0
24709.5,2025-08-01 09:37:00,NSE,24721.95,24697.5,24721.95,NIFTY,0
24712.3,2025-08-01 09:38:00,NSE,24712.3,24703.5,24708.9,NIFTY,0
24697.8,2025-08-01 09:39:00,NSE,24711.7,24697.2,24711.7,NIFTY,0
24714.25,2025-08-01 09:40:00,NSE,24714.25,24695.6,24699.25,NIFTY,0
24717.75,2025-08-01 09:41:00,NSE,24719.3,24712.45,24713.9,NIFTY,0
24717.25,2025-08-01 09:42:00,NSE,24718.8,24706.6,24718.3,NIFTY,0
24722.3,2025-08-01 09:43:00,NSE,24725.3,24717.15,24717.15,NIFTY,0
24709.0,2025-08-01 09:44:00,NSE,24722.4,24707.8,24722.4,NIFTY,0
24713.35,2025-08-01 09:45:00,NSE,24713.4,24701.3,24708.35,NIFTY,0
24704.55,2025-08-01 09:46:00,NSE,24712.65,24701.05,24712.55,NIFTY,0
24706.0,2025-08-01 09:47:00,NSE,24707.0,24694.6,24706.0,NIFTY,0
24718.5,2025-08-01 09:48:00,NSE,24719.7,24703.9,24706.1,NIFTY,0
24711.55,2025-08-01 09:49:00,NSE,24722.7,24711.05,24717.05,NIFTY,0
24713.1,2025-08-01 09:50:00,NSE,24713.1,24709.2,24710.8,NIFTY,0
24713.25,2025-08-01 09:51:00,NSE,24724.65,24711.9,24713.45,NIFTY,0
24713.6,2025-08-01 09:52:00,NSE,24714.95,24710.75,24712.7,NIFTY,0
24705.35,2025-08-01 09:53:00,NSE,24716.0,24703.15,24714.35,NIFTY,0
24697.25,2025-08-01 09:54:00,NSE,24705.25,24696.05,24704.55,NIFTY,0
24697.75,2025-08-01 09:55:00,NSE,24701.45,24695.65,24697.45,NIFTY,0
24693.1,2025-08-01 09:56:00,NSE,24703.65,24692.35,24697.5,NIFTY,0
24692.1,2025-08-01 09:57:00,NSE,24696.45,24691.35,24693.0,NIFTY,0
24689.4,2025-08-01 09:58:00,NSE,24692.0,24685.15,24690.95,NIFTY,0
24696.9,2025-08-01 09:59:00,NSE,24699.45,24686.55,24689.05,NIFTY,0
24691.6,2025-08-01 10:00:00,NSE,24696.55,24684.65,24696.55,NIFTY,0
24705.45,2025-08-01 10:01:00,NSE,24705.45,24691.2,24692.4,NIFTY,0
24708.6,2025-08-01 10:02:00,NSE,24711.25,24703.2,24704.6,NIFTY,0
24725.7,2025-08-01 10:03:00,NSE,24728.45,24704.95,24708.05,NIFTY,0
24727.0,2025-08-01 10:04:00,NSE,24729.35,24721.15,24725.6,NIFTY,0
24720.75,2025-08-01 10:05:00,NSE,24728.95,24714.4,24726.9,NIFTY,0
24719.0,2025-08-01 10:06:00,NSE,24722.25,24715.45,24721.35,NIFTY,0
24714.25,2025-08-01 10:07:00,NSE,24724.6,24713.75,24719.75,NIFTY,0
24715.65,2025-08-01 10:08:00,NSE,24718.6,24712.45,24714.15,NIFTY,0
24727.05,2025-08-01 10:09:00,NSE,24727.05,24714.95,24714.95,NIFTY,0
24737.8,2025-08-01 10:10:00,NSE,24737.8,24721.65,24727.35,NIFTY,0
24738.0,2025-08-01 10:11:00,NSE,24741.55,24736.15,24738.7,NIFTY,0
24746.0,2025-08-01 10:12:00,NSE,24746.6,24736.1,24738.6,NIFTY,0
24746.95,2025-08-01 10:13:00,NSE,24747.35,24739.05,24745.0,NIFTY,0
24745.65,2025-08-01 10:14:00,NSE,24747.3,24740.25,24746.6,NIFTY,0
24748.85,2025-08-01 10:15:00,NSE,24749.45,24743.8,24745.6,NIFTY,0
24745.65,2025-08-01 10:16:00,NSE,24752.05,24743.65,24749.8,NIFTY,0
24737.95,2025-08-01 10:17:00,NSE,24746.4,24737.2,24744.7,NIFTY,0
24741.6,2025-08-01 10:18:00,NSE,24741.6,24735.1,24737.4,NIFTY,0
24751.35,2025-08-01 10:19:00,NSE,24751.7,24742.1,24742.15,NIFTY,0
24766.1,2025-08-01 10:20:00,NSE,24766.9,24748.5,24752.65,NIFTY,0
24774.55,2025-08-01 10:21:00,NSE,24775.25,24765.05,24765.85,NIFTY,0
24768.75,2025-08-01 10:22:00,NSE,24777.55,24767.35,24774.5,NIFTY,0
24756.8,2025-08-01 10:23:00,NSE,24768.15,24752.05,24768.15,NIFTY,0
24756.1,2025-08-01 10:24:00,NSE,24761.95,24755.5,24757.15,NIFTY,0
24766.1,2025-08-01 10:25:00,NSE,24767.0,24755.4,24756.45,NIFTY,0
24763.6,2025-08-01 10:26:00,NSE,24768.05,24761.6,24768.05,NIFTY,0
24766.4,2025-08-01 10:27:00,NSE,24766.4,24762.05,24763.35,NIFTY,0
24757.35,2025-08-01 10:28:00,NSE,24766.5,24755.6,24766.5,NIFTY,0
24764.45,2025-08-01 10:29:00,NSE,24764.8,24754.7,24757.05,NIFTY,0
24758.25,2025-08-01 10:30:00,NSE,24770.2,24756.25,24764.7,NIFTY,0
24773.0,2025-08-01 10:31:00,NSE,24773.05,24756.65,24758.0,NIFTY,0
24779.25,2025-08-01 10:32:00,NSE,24780.75,24771.55,24773.15,NIFTY,0
24780.2,2025-08-01 10:33:00,NSE,24780.2,24775.7,24779.0,NIFTY,0
24778.1,2025-08-01 10:34:00,NSE,24782.35,24777.4,24779.7,NIFTY,0
24776.8,2025-08-01 10:35:00,NSE,24779.25,24772.4,24778.95,NIFTY,0
24779.05,2025-08-01 10:36:00,NSE,24781.85,24776.75,24777.4,NIFTY,0
24781.65,2025-08-01 10:37:00,NSE,24783.55,24778.55,24779.25,NIFTY,0
24775.8,2025-08-01 10:38:00,NSE,24784.1,24775.8,24782.1,NIFTY,0
24771.3,2025-08-01 10:39:00,NSE,24775.6,24769.3,24775.0,NIFTY,0
24774.2,2025-08-01 10:40:00,NSE,24776.6,24771.1,24771.1,NIFTY,0
24768.35,2025-08-01 10:41:00,NSE,24774.45,24767.55,24774.2,NIFTY,0
24758.25,2025-08-01 10:42:00,NSE,24769.2,24756.0,24766.9,NIFTY,0
